Entry	CBB_01	CBB_02	CBB_03	rGlyP_07	rGlyP_08	rGlyP_09	CBB_UP_01	CBB_UP_02	CBB_UP_03	rGlyP_UP_07	rGlyP_UP_08	rGlyP_UP_09	CBB_01_imputado	CBB_02_imputado	CBB_03_imputado	rGlyP_07_imputado	rGlyP_08_imputado	rGlyP_09_imputado	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (GO)	Gene Ontology (molecular function)	Gene Ontology IDs	KEGG
Q0K602	31.00166261215821	30.604259028424	30.244702963065617	30.16760590343019	29.8940492682907	30.12964803400678	18	16	16	17	15	15	No	No	No	No	No	No	RL11_CUPNH	Large ribosomal subunit protein uL11 (50S ribosomal protein L11)	rplK H16_A3501	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	143	translation [GO:0006412]	cytosolic large ribosomal subunit [GO:0022625]	cytosolic large ribosomal subunit [GO:0022625]; large ribosomal subunit rRNA binding [GO:0070180]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	large ribosomal subunit rRNA binding [GO:0070180]; structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0006412; GO:0022625; GO:0070180	reh:H16_A3501
Q0K603	30.65847635064649	30.69675197124276	30.750380602246953	30.4796428903163	30.502998358784467	30.50555673499158	41	43	44	41	39	42	No	No	No	No	No	No	RL1_CUPNH	Large ribosomal subunit protein uL1 (50S ribosomal protein L1)	rplA H16_A3500	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	231	regulation of translation [GO:0006417]; translation [GO:0006412]	cytosolic large ribosomal subunit [GO:0022625]	cytosolic large ribosomal subunit [GO:0022625]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]; regulation of translation [GO:0006417]; translation [GO:0006412]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]	GO:0000049; GO:0003735; GO:0006412; GO:0006417; GO:0019843; GO:0022625	reh:H16_A3500
Q0K604	28.616938871051808	28.72723998532059	29.03853742795117	28.383353560888818	28.609693743308963	28.582058068774785	24	25	25	23	23	24	No	No	No	No	No	No	RL10_CUPNH	Large ribosomal subunit protein uL10 (50S ribosomal protein L10)	rplJ H16_A3499	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	173	translation [GO:0006412]	large ribosomal subunit [GO:0015934]	large ribosomal subunit [GO:0015934]; large ribosomal subunit rRNA binding [GO:0070180]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	large ribosomal subunit rRNA binding [GO:0070180]; structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0006412; GO:0015934; GO:0070180	reh:H16_A3499
Q0K605	30.161776274242307	30.072345455498837	30.167605372126474	29.831138194939033	29.894656890663843	29.979355507920317	14	14	14	12	14	13	No	No	No	No	No	No	RL7_CUPNH	Large ribosomal subunit protein bL12 (50S ribosomal protein L7/L12)	rplL H16_A3498	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	124	translation [GO:0006412]	cytosolic large ribosomal subunit [GO:0022625]	cytosolic large ribosomal subunit [GO:0022625]; mRNA binding [GO:0003729]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	mRNA binding [GO:0003729]; structural constituent of ribosome [GO:0003735]	GO:0003729; GO:0003735; GO:0006412; GO:0022625	reh:H16_A3498
Q0K606	29.937173455873673	29.867594874786334	29.86662911507695	29.779897466039408	29.71146077776056	29.769170990263433	129	129	128	128	128	125	No	No	No	No	No	No	RPOB_CUPNH	DNA-directed RNA polymerase subunit beta (RNAP subunit beta) (EC 2.7.7.6) (RNA polymerase subunit beta) (Transcriptase subunit beta)	rpoB H16_A3497	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	1368		DNA-directed RNA polymerase complex [GO:0000428]	DNA-directed RNA polymerase complex [GO:0000428]; DNA binding [GO:0003677]; plastid single subunit type RNA polymerase activity [GO:0001066]; ribonucleoside binding [GO:0032549]; RNA polymerase I activity [GO:0001054]; RNA polymerase II activity [GO:0001055]; RNA polymerase III activity [GO:0001056]; RNA polymerase IV activity [GO:0001057]; RNA polymerase V activity [GO:0001058]	DNA binding [GO:0003677]; plastid single subunit type RNA polymerase activity [GO:0001066]; ribonucleoside binding [GO:0032549]; RNA polymerase I activity [GO:0001054]; RNA polymerase II activity [GO:0001055]; RNA polymerase III activity [GO:0001056]; RNA polymerase IV activity [GO:0001057]; RNA polymerase V activity [GO:0001058]	GO:0000428; GO:0001054; GO:0001055; GO:0001056; GO:0001057; GO:0001058; GO:0001066; GO:0003677; GO:0032549	reh:H16_A3497
Q0K607	30.385593166982336	30.35763879281799	30.421893586137376	30.24401329392288	30.30831322409685	30.309647761324168	142	151	152	148	151	154	No	No	No	No	No	No	RPOC_CUPNH	DNA-directed RNA polymerase subunit beta' (RNAP subunit beta') (EC 2.7.7.6) (RNA polymerase subunit beta') (Transcriptase subunit beta')	rpoC H16_A3496	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	1415		DNA-directed RNA polymerase complex [GO:0000428]	DNA-directed RNA polymerase complex [GO:0000428]; DNA binding [GO:0003677]; magnesium ion binding [GO:0000287]; plastid single subunit type RNA polymerase activity [GO:0001066]; RNA polymerase I activity [GO:0001054]; RNA polymerase II activity [GO:0001055]; RNA polymerase III activity [GO:0001056]; RNA polymerase IV activity [GO:0001057]; RNA polymerase V activity [GO:0001058]; zinc ion binding [GO:0008270]	DNA binding [GO:0003677]; magnesium ion binding [GO:0000287]; plastid single subunit type RNA polymerase activity [GO:0001066]; RNA polymerase I activity [GO:0001054]; RNA polymerase II activity [GO:0001055]; RNA polymerase III activity [GO:0001056]; RNA polymerase IV activity [GO:0001057]; RNA polymerase V activity [GO:0001058]; zinc ion binding [GO:0008270]	GO:0000287; GO:0000428; GO:0001054; GO:0001055; GO:0001056; GO:0001057; GO:0001058; GO:0001066; GO:0003677; GO:0008270	reh:H16_A3496
Q0K608	22.40477453047225	22.645713362872513	22.79834822726017	22.063077746897473	22.353925148731236	22.183045059143097	6	7	8	6	7	7	No	No	No	No	No	No	Q0K608_CUPNH	DNA helicase RecQ (EC 5.6.2.4)	cQ recQ H16_A3495 E6A55_17830	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	615	DNA recombination [GO:0006310]; DNA repair [GO:0006281]; DNA replication [GO:0006260]; SOS response [GO:0009432]	bacterial nucleoid [GO:0043590]; cytoplasm [GO:0005737]; replisome [GO:0030894]	bacterial nucleoid [GO:0043590]; cytoplasm [GO:0005737]; replisome [GO:0030894]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; double-stranded DNA helicase activity [GO:0036121]; forked DNA-dependent helicase activity [GO:0061749]; four-way junction helicase activity [GO:0009378]; hydrolase activity [GO:0016787]; isomerase activity [GO:0016853]; single-stranded 3'-5' DNA helicase activity [GO:1990518]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]; DNA replication [GO:0006260]; SOS response [GO:0009432]	ATP binding [GO:0005524]; DNA binding [GO:0003677]; double-stranded DNA helicase activity [GO:0036121]; forked DNA-dependent helicase activity [GO:0061749]; four-way junction helicase activity [GO:0009378]; hydrolase activity [GO:0016787]; isomerase activity [GO:0016853]; single-stranded 3'-5' DNA helicase activity [GO:1990518]	GO:0003677; GO:0005524; GO:0005737; GO:0006260; GO:0006281; GO:0006310; GO:0009378; GO:0009432; GO:0016787; GO:0016853; GO:0030894; GO:0036121; GO:0043590; GO:0061749; GO:1990518	reh:H16_A3495
Q0K609	31.158322951394226	31.05628363865584	31.07722554416744	30.79286453155292	30.799969201748485	30.864599864696483	22	22	23	22	20	21	No	No	No	No	No	No	RS12_CUPNH	Small ribosomal subunit protein uS12 (30S ribosomal protein S12)	rpsL H16_A3494	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	125	translation [GO:0006412]	small ribosomal subunit [GO:0015935]	small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]; translation [GO:0006412]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]	GO:0000049; GO:0003735; GO:0006412; GO:0015935; GO:0019843	reh:H16_A3494
Q0K610	29.5965810460255	29.68165841931768	29.809627091296544	29.407084057981766	29.599751248705523	29.53097165473016	24	25	26	24	25	25	No	No	No	No	No	No	RS7_CUPNH	Small ribosomal subunit protein uS7 (30S ribosomal protein S7)	rpsG H16_A3493	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	156	translation [GO:0006412]	small ribosomal subunit [GO:0015935]	small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]; translation [GO:0006412]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]	GO:0000049; GO:0003735; GO:0006412; GO:0015935; GO:0019843	reh:H16_A3493
Q0K611	30.929836219446766	31.00747605133029	31.081117420956794	30.863168184550982	30.91575775885569	30.91175818971477	98	101	102	100	102	99	No	No	No	No	No	No	Q0K611_CUPNH	Elongation factor G (EF-G)	fusA fusA1 H16_A3492 E6A55_17815	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	702	ribosome disassembly [GO:0032790]	cytoplasm [GO:0005737]	cytoplasm [GO:0005737]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; guanosine tetraphosphate binding [GO:0097216]; translation elongation factor activity [GO:0003746]; ribosome disassembly [GO:0032790]	GTP binding [GO:0005525]; GTPase activity [GO:0003924]; guanosine tetraphosphate binding [GO:0097216]; translation elongation factor activity [GO:0003746]	GO:0003746; GO:0003924; GO:0005525; GO:0005737; GO:0032790; GO:0097216	reh:H16_A3492
Q0K613	28.865456355089737	28.974133469216746	29.19187581900776	28.68817864367113	28.865970737813903	28.87599137107291	19	21	22	17	21	21	No	No	No	No	No	No	RS10_CUPNH	Small ribosomal subunit protein uS10 (30S ribosomal protein S10)	rpsJ H16_A3490	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	102	translation [GO:0006412]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]; translation [GO:0006412]	structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]	GO:0000049; GO:0003735; GO:0005840; GO:0006412; GO:1990904	reh:H16_A3490
Q0K615	26.86970710466306	26.921982145084556	26.841394288123706	26.715580595749767	26.733756015960896	26.79041280729473	9	10	10	9	9	9	No	No	No	No	No	No	Q0K615_CUPNH	Dienelactone hydrolase family protein (Dienelactone hydrolase or related enzyme (EC 3.1.1.-))	H16_A3488 E6A55_17795	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	409			hydrolase activity [GO:0016787]	hydrolase activity [GO:0016787]	GO:0016787	reh:H16_A3488
Q0K616	21.32631075521472	21.344236771969495	21.22888630809621	23.025479551469545	22.956371995030462	23.06404110488302	2	3	3	3	3	3	No	No	No	No	No	No	Q0K616_CUPNH	Putative short chain dehydrogenase (EC 1.-.-.-) (SDR family oxidoreductase)	H16_A3487 E6A55_17790	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	262			oxidoreductase activity [GO:0016491]	oxidoreductase activity [GO:0016491]	GO:0016491	reh:H16_A3487
Q0K617	22.719191944500004	22.714171940888697	22.561376071638836	23.466169340089163	23.432497045211974	23.39643355282843	5	5	6	8	9	8	No	No	No	No	No	No	Q0K617_CUPNH	FAD-binding oxidoreductase (Putative dehydrogenase/oxygenase subunit (Flavoprotein))	H16_A3486 E6A55_17785	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	413						reh:H16_A3486
Q0K619	29.950807367252203	29.819414030441653	29.924545797488687	29.57736595643361	29.599102829558458	29.6653157506712	35	40	41	38	39	39	No	No	No	No	No	No	RL3_CUPNH	Large ribosomal subunit protein uL3 (50S ribosomal protein L3)	rplC H16_A3484	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	216	translation [GO:0006412]	cytosolic large ribosomal subunit [GO:0022625]	cytosolic large ribosomal subunit [GO:0022625]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0006412; GO:0019843; GO:0022625	reh:H16_A3484
Q0K620	31.01009840019413	30.947300704750052	30.952073650825874	30.669874847482916	30.591857016083033	30.66542892146585	33	32	31	28	27	30	No	No	No	No	No	No	RL4_CUPNH	Large ribosomal subunit protein uL4 (50S ribosomal protein L4)	rplD H16_A3483	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	206	translation [GO:0006412]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0005840; GO:0006412; GO:0019843; GO:1990904	reh:H16_A3483
Q0K621	29.67771408655056	29.618306302764424	29.668768583767697	29.192467198906872	29.391899849708587	29.355853389460528	12	12	12	11	11	11	No	No	No	No	No	No	RL23_CUPNH	Large ribosomal subunit protein uL23 (50S ribosomal protein L23)	rplW H16_A3482	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	104	translation [GO:0006412]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0005840; GO:0006412; GO:0019843; GO:1990904	reh:H16_A3482
Q0K622	30.52216906110967	30.45243430128089	30.41306893245349	30.173333934687935	30.11615322527464	30.206658017240724	47	51	52	45	48	47	No	No	No	No	No	No	RL2_CUPNH	Large ribosomal subunit protein uL2 (50S ribosomal protein L2)	rplB H16_A3481	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	276	cytoplasmic translation [GO:0002181]	large ribosomal subunit [GO:0015934]	large ribosomal subunit [GO:0015934]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; transferase activity [GO:0016740]; cytoplasmic translation [GO:0002181]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; transferase activity [GO:0016740]	GO:0002181; GO:0003735; GO:0015934; GO:0016740; GO:0019843	reh:H16_A3481
Q0K623	28.07291670099398	28.28471278353763	28.614101231792873	28.00703597429202	28.30219638167734	28.270539589999	11	13	13	13	12	13	No	No	No	No	No	No	RS19_CUPNH	Small ribosomal subunit protein uS19 (30S ribosomal protein S19)	rpsS H16_A3480	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	91	ribosomal small subunit assembly [GO:0000028]; translation [GO:0006412]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; ribosomal small subunit assembly [GO:0000028]; translation [GO:0006412]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	GO:0000028; GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	reh:H16_A3480
Q0K624	29.211806808141297	29.09489423934729	29.284076323003216	28.992564308016956	28.95835630384719	28.99197556076733	12	13	13	13	13	13	No	No	No	No	No	No	RL22_CUPNH	Large ribosomal subunit protein uL22 (50S ribosomal protein L22)	rplV H16_A3479	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	109	translation [GO:0006412]	cytosolic large ribosomal subunit [GO:0022625]	cytosolic large ribosomal subunit [GO:0022625]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0006412; GO:0019843; GO:0022625	reh:H16_A3479
Q0K625	28.6273400466817	28.70889404242447	29.017655454878124	28.55012779329467	28.73174683108544	28.708307138832104	31	31	34	30	32	31	No	No	No	No	No	No	RS3_CUPNH	Small ribosomal subunit protein uS3 (30S ribosomal protein S3)	rpsC H16_A3478	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	265	translation [GO:0006412]	cytosolic small ribosomal subunit [GO:0022627]	cytosolic small ribosomal subunit [GO:0022627]; mRNA binding [GO:0003729]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	mRNA binding [GO:0003729]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	GO:0003729; GO:0003735; GO:0006412; GO:0019843; GO:0022627	reh:H16_A3478
Q0K626	27.5584687259538	27.726931342839343	27.93741054852553	27.370261700228983	27.65413570805909	27.567381420653017	12	13	13	13	13	13	No	No	No	No	No	No	RL16_CUPNH	Large ribosomal subunit protein uL16 (50S ribosomal protein L16)	rplP H16_A3477	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	138	translation [GO:0006412]	cytosolic large ribosomal subunit [GO:0022625]	cytosolic large ribosomal subunit [GO:0022625]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]; translation [GO:0006412]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]	GO:0000049; GO:0003735; GO:0006412; GO:0019843; GO:0022625	reh:H16_A3477
Q0K627	26.877296029186898	27.02383510875317	27.40066368958628	26.859722543501	27.17247063269872	26.9963877265854	6	6	8	9	7	10	No	No	No	No	No	No	RL29_CUPNH	Large ribosomal subunit protein uL29 (50S ribosomal protein L29)	rpmC H16_A3476	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	64	translation [GO:0006412]	cytosolic large ribosomal subunit [GO:0022625]	cytosolic large ribosomal subunit [GO:0022625]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0006412; GO:0022625	reh:H16_A3476
Q0K628	26.266585840621307	26.48554088618926	26.96431118019029	26.2462034885497	26.62771695258792	26.48018887015748	15	14	14	11	12	11	No	No	No	No	No	No	RS17_CUPNH	Small ribosomal subunit protein uS17 (30S ribosomal protein S17)	rpsQ H16_A3475	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	92	translation [GO:0006412]	cytosolic small ribosomal subunit [GO:0022627]	cytosolic small ribosomal subunit [GO:0022627]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0006412; GO:0019843; GO:0022627	reh:H16_A3475
Q0K629	29.50099474847979	29.504066521752453	29.563627405420736	29.22710686395835	29.244988085952823	29.21849401717002	29	31	33	29	29	31	No	No	No	No	No	No	RL14_CUPNH	Large ribosomal subunit protein uL14 (50S ribosomal protein L14)	rplN H16_A3474	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	122	translation [GO:0006412]	cytosolic large ribosomal subunit [GO:0022625]	cytosolic large ribosomal subunit [GO:0022625]; large ribosomal subunit rRNA binding [GO:0070180]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	large ribosomal subunit rRNA binding [GO:0070180]; structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0006412; GO:0022625; GO:0070180	reh:H16_A3474
Q0K630	28.831782115900975	28.982514070616496	29.216941211775634	28.721335580873124	28.961528500595755	28.95257338896692	23	25	25	24	25	26	No	No	No	No	No	No	RL24_CUPNH	Large ribosomal subunit protein uL24 (50S ribosomal protein L24)	rplX H16_A3473	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	102	translation [GO:0006412]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0005840; GO:0006412; GO:0019843; GO:1990904	reh:H16_A3473
Q0K631	28.35442364093568	28.56700073558351	28.858768266964645	28.340099175832464	28.65244852876676	28.566026729687856	18	22	22	19	23	21	No	No	No	No	No	No	RL5_CUPNH	Large ribosomal subunit protein uL5 (50S ribosomal protein L5)	rplE H16_A3472	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	180	translation [GO:0006412]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]; translation [GO:0006412]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]	GO:0000049; GO:0003735; GO:0005840; GO:0006412; GO:0019843; GO:1990904	reh:H16_A3472
Q0K632	29.865249798629833	29.99259806971327	30.15122707670453	29.895044630217622	30.06382881881813	29.99975351337821	19	18	19	19	18	19	No	No	No	No	No	No	RS14_CUPNH	Small ribosomal subunit protein uS14 (30S ribosomal protein S14)	rpsN H16_A3471	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	101	translation [GO:0006412]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	reh:H16_A3471
Q0K633	30.212673384892245	29.97746852570348	30.026998899409037	29.71323453206956	29.804473298434058	29.793598238580973	17	18	19	20	18	18	No	No	No	No	No	No	RS8_CUPNH	Small ribosomal subunit protein uS8 (30S ribosomal protein S8)	rpsH H16_A3470	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	131	translation [GO:0006412]	cytoplasm [GO:0005737]; ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]	cytoplasm [GO:0005737]; ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0005737; GO:0005840; GO:0006412; GO:0019843; GO:1990904	reh:H16_A3470
Q0K634	30.286329902495982	30.370427076576192	30.57304121825839	30.12924344853438	30.28698376712559	30.273336368761896	36	39	41	40	38	39	No	No	No	No	No	No	RL6_CUPNH	Large ribosomal subunit protein uL6 (50S ribosomal protein L6)	rplF H16_A3469	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	177	cytoplasmic translation [GO:0002181]	cytosolic large ribosomal subunit [GO:0022625]	cytosolic large ribosomal subunit [GO:0022625]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; cytoplasmic translation [GO:0002181]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	GO:0002181; GO:0003735; GO:0019843; GO:0022625	reh:H16_A3469
Q0K635	26.67818568418707	27.008868677627028	27.46990468996682	26.753740139923437	27.195113910820083	27.105356619453392	19	20	23	20	21	21	No	No	No	No	No	No	RL18_CUPNH	Large ribosomal subunit protein uL18 (50S ribosomal protein L18)	rplR H16_A3468	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	119	translation [GO:0006412]	cytosolic large ribosomal subunit [GO:0022625]	cytosolic large ribosomal subunit [GO:0022625]; 5S rRNA binding [GO:0008097]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	5S rRNA binding [GO:0008097]; structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0006412; GO:0008097; GO:0022625	reh:H16_A3468
Q0K636	29.582499114801124	29.578370670467297	29.55439849091381	29.318374363418496	29.287211395944713	29.357585300097544	38	40	42	38	38	38	No	No	No	No	No	No	RS5_CUPNH	Small ribosomal subunit protein uS5 (30S ribosomal protein S5)	rpsE H16_A3467	Cupriavidus necator (strain ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337) (Ralstonia eutropha)	172	translation [GO:0006412]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	reh:H16_A3467
